,X.1,Tank,Treatment,Cassette,Plate.Slide,Timepoint,Timepoint2,Area,Coral.Red.Mean,Coral.Green.Mean,Coral.Blue.Mean,Coral.Hue.Mean,Coral.Saturation.Mean,Coral.Brightness.Mean,X,SINGLE.CLUMP,Clump.IndNo,Live.Coral.ID.Number,MatchID,SamplesID,MPAM_Identifier,Species,CrossType,Lifestage,Temp,Mom,Dad,Cross,Family,Cone,Mom2,Dad2,popcross
96,96,1,SS,613,2361,0,T0,3.6356,134.1095,102.3487,72.0696,20.271,118.6674,134.1095,NA,C,5,4,4,,,A.ten,IndivCross,Juvenile,HOT,PAR5,Davies6,PAR5xDavies6,T.F22,C78,PAR,DAV,PARxDAV
97,97,1,SS,613,2361,0,T0,3.3561,140.0952,107.4423,75.4135,20.6615,118.0545,140.0952,NA,C,5,3,3,,1.613.2361.1,A.ten,IndivCross,Juvenile,HOT,PAR5,Davies6,PAR5xDavies6,T.F22,C78,PAR,DAV,PARxDAV
98,98,1,SS,613,2361,6,T6,1.751,162.5567,142.4269,107.2622,26.5828,86.3948,162.5567,0,C,2,5,5,2,,A.ten,IndivCross,Juvenile,HOT,PAR5,Davies6,PAR5xDavies6,T.F22,C78,PAR,DAV,PARxDAV
99,99,1,SS,613,2361,6,T6,3.2867,138.934,114.509,78.808,24.9871,111.0112,138.934,0,C,5,3,4,3,,A.ten,IndivCross,Juvenile,HOT,PAR5,Davies6,PAR5xDavies6,T.F22,C78,PAR,DAV,PARxDAV
100,100,1,SS,613,2361,6,T6,0.6071,151.962,129.5647,90.0824,26.5979,104.5107,151.962,1,S,NA,1,2,4,,A.ten,IndivCross,Juvenile,HOT,PAR5,Davies6,PAR5xDavies6,T.F22,C78,PAR,DAV,PARxDAV
101,101,1,SS,613,2361,6,T6,3.219,NA,NA,NA,NA,NA,NA,0,C,5,2,3,,,A.ten,IndivCross,Juvenile,HOT,PAR5,Davies6,PAR5xDavies6,T.F22,C78,PAR,DAV,PARxDAV
102,102,1,SS,613,2361,6,T6,3.219,NA,NA,NA,NA,NA,NA,0,C,5,4,3,1,1.613.2361.1,A.ten,IndivCross,Juvenile,HOT,PAR5,Davies6,PAR5xDavies6,T.F22,C78,PAR,DAV,PARxDAV
103,103,1,SS,613,2707,0,T0,1.0957,180.4335,160.211,119.9481,28.2396,85.2961,180.4335,NA,S,NA,7,7,,,A.ten,IndivCross,Juvenile,HOT,Jewell8,Davies13,Jewell8xDavies13,T.F65,C62,JEW,DAV,JEWxDAV
104,104,1,SS,613,2707,0,T0,1.1763,171.637,140.9538,100.9183,24.1962,105.5072,171.637,NA,S,NA,2,2,,,A.ten,IndivCross,Juvenile,HOT,Jewell8,Davies13,Jewell8xDavies13,T.F65,C62,JEW,DAV,JEWxDAV
105,105,1,SS,613,2707,0,T0,1.9811,187.2532,158.6309,118.4106,24.4079,93.4469,187.2532,NA,C,2,11,11,,,A.ten,IndivCross,Juvenile,HOT,Jewell8,Davies13,Jewell8xDavies13,T.F65,C62,JEW,DAV,JEWxDAV
106,106,1,SS,613,2707,0,T0,2.9223,179.2843,148.0352,108.2762,23.5432,101.253,179.2843,NA,C,3,6,6,,1.613.2707.8,A.ten,IndivCross,Juvenile,HOT,Jewell8,Davies13,Jewell8xDavies13,T.F65,C62,JEW,DAV,JEWxDAV
107,107,1,SS,613,2707,0,T0,1.0377,181.8366,153.4185,113.5187,24.5017,95.6457,181.8366,NA,S,NA,5,5,,,A.ten,IndivCross,Juvenile,HOT,Jewell8,Davies13,Jewell8xDavies13,T.F65,C62,JEW,DAV,JEWxDAV
108,108,1,SS,613,2707,0,T0,1.1025,182.6809,149.7273,107.4811,23.6257,105.0307,182.6809,NA,S,NA,10,10,,,A.ten,IndivCross,Juvenile,HOT,Jewell8,Davies13,Jewell8xDavies13,T.F65,C62,JEW,DAV,JEWxDAV
109,109,1,SS,613,2707,0,T0,1.0175,172.2003,142.2622,101.5074,24.1129,104.8563,172.2003,NA,S,NA,1,1,,,A.ten,IndivCross,Juvenile,HOT,Jewell8,Davies13,Jewell8xDavies13,T.F65,C62,JEW,DAV,JEWxDAV
110,110,1,SS,613,2707,0,T0,0.925,182.7567,153.283,112.0397,24.4881,98.4893,182.7567,NA,S,NA,3,3,,,A.ten,IndivCross,Juvenile,HOT,Jewell8,Davies13,Jewell8xDavies13,T.F65,C62,JEW,DAV,JEWxDAV
111,111,1,SS,613,2707,0,T0,1.0363,180.3958,148.0247,107.164,23.5017,103.6122,180.3958,NA,S,NA,9,9,,,A.ten,IndivCross,Juvenile,HOT,Jewell8,Davies13,Jewell8xDavies13,T.F65,C62,JEW,DAV,JEWxDAV
112,112,1,SS,613,2707,0,T0,0.7104,180.3401,155.3127,112.1531,26.4693,96.071,180.3401,NA,S,NA,4,4,,,A.ten,IndivCross,Juvenile,HOT,Jewell8,Davies13,Jewell8xDavies13,T.F65,C62,JEW,DAV,JEWxDAV
113,113,1,SS,613,2707,0,T0,0.9697,181.4838,152.7081,110.7976,24.8782,99.1608,181.4838,NA,S,NA,8,8,,,A.ten,IndivCross,Juvenile,HOT,Jewell8,Davies13,Jewell8xDavies13,T.F65,C62,JEW,DAV,JEWxDAV
114,114,1,SS,613,2707,6,T6,0.6416,175.2172,153.2385,103.2082,29.2262,104.6207,175.2172,0,S,NA,4,5,7,,A.ten,IndivCross,Juvenile,HOT,Jewell8,Davies13,Jewell8xDavies13,T.F65,C62,JEW,DAV,JEWxDAV
115,115,1,SS,613,2707,6,T6,0.6902,176.5336,153.5764,102.9823,28.9744,105.9306,176.5336,0,S,NA,3,3,,,A.ten,IndivCross,Juvenile,HOT,Jewell8,Davies13,Jewell8xDavies13,T.F65,C62,JEW,DAV,JEWxDAV
116,116,1,SS,613,2707,6,T6,0.8778,155.5808,125.2145,69.0455,27.2289,141.9401,155.5808,0,S,NA,2,2,4,,A.ten,IndivCross,Juvenile,HOT,Jewell8,Davies13,Jewell8xDavies13,T.F65,C62,JEW,DAV,JEWxDAV
117,117,1,SS,613,2707,6,T6,0.7695,174.8517,150.2241,99.5002,28.3978,109.7548,174.8517,0,S,NA,6,8,2,,A.ten,IndivCross,Juvenile,HOT,Jewell8,Davies13,Jewell8xDavies13,T.F65,C62,JEW,DAV,JEWxDAV
118,118,1,SS,613,2707,6,T6,0.921,151.664,126.762,65.784,29.776,240.851,151.664,0,S,NA,0,7,1,,A.ten,IndivCross,Juvenile,HOT,Jewell8,Davies13,Jewell8xDavies13,T.F65,C62,JEW,DAV,JEWxDAV
119,119,1,SS,613,2707,6,T6,0.7889,184.4879,160.8749,113.4158,27.9831,97.8722,184.4879,0,S,NA,7,9,5,,A.ten,IndivCross,Juvenile,HOT,Jewell8,Davies13,Jewell8xDavies13,T.F65,C62,JEW,DAV,JEWxDAV
120,120,1,SS,613,2707,6,T6,0.6521,165.0072,135.418,85.5997,26.5389,123.9928,165.0072,1,S,NA,1,1,3,,A.ten,IndivCross,Juvenile,HOT,Jewell8,Davies13,Jewell8xDavies13,T.F65,C62,JEW,DAV,JEWxDAV
121,121,1,SS,613,2707,6,T6,0.8008,187.5148,165.9402,118.9523,28.7478,92.853,187.5148,0,C,2,9,11,,,A.ten,IndivCross,Juvenile,HOT,Jewell8,Davies13,Jewell8xDavies13,T.F65,C62,JEW,DAV,JEWxDAV
122,122,1,SS,613,2707,6,T6,1.4518,175.6364,141.9638,92.7001,24.973,120.5645,175.6364,0,C,2,5,6,8,1.613.2707.8,A.ten,IndivCross,Juvenile,HOT,Jewell8,Davies13,Jewell8xDavies13,T.F65,C62,JEW,DAV,JEWxDAV
123,123,1,SS,613,2707,6,T6,0.8519,186.2215,162.2388,113.5778,28.085,99.082,186.2215,0,S,NA,8,10,6,,A.ten,IndivCross,Juvenile,HOT,Jewell8,Davies13,Jewell8xDavies13,T.F65,C62,JEW,DAV,JEWxDAV
124,124,1,SS,619,1438,0,T0,0.7561,174.9029,143.8505,106.851,22.7386,99.1124,174.9029,NA,S,NA,3,3,,,A.ten,IndivCross,Juvenile,HOT,Jewell8,Jewell3,Jewell8xJewell3,T.F68,C100,JEW,JEW,JEWxJEW
125,125,1,SS,619,1438,0,T0,0.9754,196.007,168.6504,132.7062,23.9823,82.4699,196.0089,NA,S,NA,13,13,,,A.ten,IndivCross,Juvenile,HOT,Jewell8,Jewell3,Jewell8xJewell3,T.F68,C100,JEW,JEW,JEWxJEW
126,126,1,SS,619,1438,0,T0,2.0743,169.3135,141.2625,108.7054,22.4199,91.2975,169.3135,NA,C,4,7,7,,1.619.1438.7,A.ten,IndivCross,Juvenile,HOT,Jewell8,Jewell3,Jewell8xJewell3,T.F68,C100,JEW,JEW,JEWxJEW
127,127,1,SS,619,1438,0,T0,0.7684,156.724,136.3894,104.8201,25.4658,84.0539,156.724,NA,S,NA,11,11,,,A.ten,IndivCross,Juvenile,HOT,Jewell8,Jewell3,Jewell8xJewell3,T.F68,C100,JEW,JEW,JEWxJEW
128,128,1,SS,619,1438,0,T0,0.8332,164.4831,134.8937,98.7217,22.9408,101.6452,164.4831,NA,S,NA,4,4,,,A.ten,IndivCross,Juvenile,HOT,Jewell8,Jewell3,Jewell8xJewell3,T.F68,C100,JEW,JEW,JEWxJEW
129,129,1,SS,619,1438,0,T0,1.4269,164.843,136.3495,101.5092,23.0664,98.0419,164.843,NA,C,2,6,6,,,A.ten,IndivCross,Juvenile,HOT,Jewell8,Jewell3,Jewell8xJewell3,T.F68,C100,JEW,JEW,JEWxJEW
130,130,1,SS,619,1438,0,T0,0.7417,176.7505,147.7917,111.1981,23.2859,94.1917,176.7505,NA,S,NA,2,2,,,A.ten,IndivCross,Juvenile,HOT,Jewell8,Jewell3,Jewell8xJewell3,T.F68,C100,JEW,JEW,JEWxJEW
131,131,1,SS,619,1438,0,T0,1.2858,171.126,142.6802,107.8054,22.9485,94.2064,171.126,NA,C,2,10,10,,,A.ten,IndivCross,Juvenile,HOT,Jewell8,Jewell3,Jewell8xJewell3,T.F68,C100,JEW,JEW,JEWxJEW
132,132,1,SS,619,1438,0,T0,2.8989,160.6527,137.2868,104.466,24.5304,88.9745,160.6527,NA,C,4,12,12,,,A.ten,IndivCross,Juvenile,HOT,Jewell8,Jewell3,Jewell8xJewell3,T.F68,C100,JEW,JEW,JEWxJEW
133,133,1,SS,619,1438,0,T0,0.7093,180.4096,155.6376,120.6888,24.5091,84.0335,180.4096,NA,S,NA,5,5,,,A.ten,IndivCross,Juvenile,HOT,Jewell8,Jewell3,Jewell8xJewell3,T.F68,C100,JEW,JEW,JEWxJEW
134,134,1,SS,619,1438,0,T0,0.4188,168.3121,143.307,108.3078,24.4239,90.4308,168.3121,NA,S,NA,8,8,,,A.ten,IndivCross,Juvenile,HOT,Jewell8,Jewell3,Jewell8xJewell3,T.F68,C100,JEW,JEW,JEWxJEW
135,135,1,SS,619,1438,0,T0,1.2692,157.7515,139.2023,106.5679,26.7818,82.2996,157.7515,NA,S,NA,9,9,,,A.ten,IndivCross,Juvenile,HOT,Jewell8,Jewell3,Jewell8xJewell3,T.F68,C100,JEW,JEW,JEWxJEW
136,136,1,SS,619,1438,6,T6,0.8757,168.2249,146.3191,105.2928,27.266,95.067,168.2249,0,C,2,5,6,8,,A.ten,IndivCross,Juvenile,HOT,Jewell8,Jewell3,Jewell8xJewell3,T.F68,C100,JEW,JEW,JEWxJEW
137,137,1,SS,619,1438,6,T6,0.8062,167.8062,147.883,109.6699,27.4908,88.0741,167.8062,0,C,2,6,7,7,1.619.1438.7,A.ten,IndivCross,Juvenile,HOT,Jewell8,Jewell3,Jewell8xJewell3,T.F68,C100,JEW,JEW,JEWxJEW
138,138,1,SS,619,1438,6,T6,2.719,NA,NA,NA,NA,NA,NA,0,C,4,9,12,,,A.ten,IndivCross,Juvenile,HOT,Jewell8,Jewell3,Jewell8xJewell3,T.F68,C100,JEW,JEW,JEWxJEW
139,139,1,SS,619,1438,6,T6,0.5693,175.2587,155.7812,116.1973,28.0449,85.6534,175.2587,0,S,NA,2,2,2,,A.ten,IndivCross,Juvenile,HOT,Jewell8,Jewell3,Jewell8xJewell3,T.F68,C100,JEW,JEW,JEWxJEW
140,140,1,SS,619,1438,6,T6,0.3399,170.572,148.8199,104.3263,28.2108,98.8665,170.572,0,S,NA,4,5,,,A.ten,IndivCross,Juvenile,HOT,Jewell8,Jewell3,Jewell8xJewell3,T.F68,C100,JEW,JEW,JEWxJEW
141,141,1,SS,619,1438,6,T6,2.719,NA,NA,NA,NA,NA,NA,0,C,4,8,12,,,A.ten,IndivCross,Juvenile,HOT,Jewell8,Jewell3,Jewell8xJewell3,T.F68,C100,JEW,JEW,JEWxJEW
142,142,1,SS,619,1438,6,T6,0.4922,160.6796,137.4543,98.2941,26.2816,98.7286,160.6796,0,S,NA,3,4,3,,A.ten,IndivCross,Juvenile,HOT,Jewell8,Jewell3,Jewell8xJewell3,T.F68,C100,JEW,JEW,JEWxJEW
143,143,1,SS,619,1438,6,T6,0.792,153.42,137.36,101.78,28.806,85.413,153.419,0,S,NA,0,11,4,,A.ten,IndivCross,Juvenile,HOT,Jewell8,Jewell3,Jewell8xJewell3,T.F68,C100,JEW,JEW,JEWxJEW
144,144,1,SS,619,1438,6,T6,0.4659,172.8207,152.3168,112.6321,27.517,88.5958,172.8207,1,S,NA,1,3,5,,A.ten,IndivCross,Juvenile,HOT,Jewell8,Jewell3,Jewell8xJewell3,T.F68,C100,JEW,JEW,JEWxJEW
145,145,1,SS,619,1438,6,T6,0.4144,174.5891,153.7767,111.8332,28.1112,91.1399,174.5891,0,C,2,10,13,6,,A.ten,IndivCross,Juvenile,HOT,Jewell8,Jewell3,Jewell8xJewell3,T.F68,C100,JEW,JEW,JEWxJEW
146,146,1,SS,619,1438,6,T6,0.5016,159.4336,141.2785,102.2979,28.5571,90.9124,159.4336,0,S,NA,7,9,1,,A.ten,IndivCross,Juvenile,HOT,Jewell8,Jewell3,Jewell8xJewell3,T.F68,C100,JEW,JEW,JEWxJEW
147,147,1,SS,619,1538,0,T0,4.0129,185.7562,154.7372,115.9256,23.2653,95.7632,185.7562,NA,C,6,2,2,,1.619.1538.5,A.ten,IndivCross,Juvenile,HOT,Jewell3,Davies1,Jewell3xDavies1,T.F58,C101,JEW,DAV,JEWxDAV
148,148,1,SS,619,1538,0,T0,0.8238,173.0813,140.2312,100.9266,22.7915,106.3291,173.0813,NA,S,NA,6,6,,,A.ten,IndivCross,Juvenile,HOT,Jewell3,Davies1,Jewell3xDavies1,T.F58,C101,JEW,DAV,JEWxDAV
149,149,1,SS,619,1538,0,T0,0.7583,174,145.5456,106.057,24.3101,99.444,174,NA,S,NA,3,3,,,A.ten,IndivCross,Juvenile,HOT,Jewell3,Davies1,Jewell3xDavies1,T.F58,C101,JEW,DAV,JEWxDAV
150,150,1,SS,619,1538,0,T0,1.6293,183.4833,156.9149,117.6707,25.0385,91.2484,183.4833,NA,C,2,5,5,,,A.ten,IndivCross,Juvenile,HOT,Jewell3,Davies1,Jewell3xDavies1,T.F58,C101,JEW,DAV,JEWxDAV
151,151,1,SS,619,1538,0,T0,2.1409,182.9734,157.152,119.2883,24.8779,88.5967,182.9734,NA,C,3,7,7,,,A.ten,IndivCross,Juvenile,HOT,Jewell3,Davies1,Jewell3xDavies1,T.F58,C101,JEW,DAV,JEWxDAV
152,152,1,SS,619,1538,0,T0,0.8678,180.1896,151.6718,113.671,23.9465,94.1531,180.1896,NA,S,NA,4,4,,,A.ten,IndivCross,Juvenile,HOT,Jewell3,Davies1,Jewell3xDavies1,T.F58,C101,JEW,DAV,JEWxDAV
153,153,1,SS,619,1538,0,T0,1.0816,173.8998,143.988,106.767,23.0836,98.3006,173.8998,NA,C,2,1,1,,,A.ten,IndivCross,Juvenile,HOT,Jewell3,Davies1,Jewell3xDavies1,T.F58,C101,JEW,DAV,JEWxDAV
154,154,1,SS,619,1538,0,T0,0.822,187.1875,159.6496,120.1235,24.6951,91.1454,187.1875,NA,S,NA,8,8,,,A.ten,IndivCross,Juvenile,HOT,Jewell3,Davies1,Jewell3xDavies1,T.F58,C101,JEW,DAV,JEWxDAV
155,155,1,SS,619,1538,6,T6,0.5664,188.4081,167.8754,123.0852,28.7533,88.0331,188.4081,0,C,2,3,5,4,,A.ten,IndivCross,Juvenile,HOT,Jewell3,Davies1,Jewell3xDavies1,T.F58,C101,JEW,DAV,JEWxDAV
156,156,1,SS,619,1538,6,T6,0.8314,191.4231,171.1382,127.2053,28.5496,85.1624,191.4231,0,C,2,5,7,2,,A.ten,IndivCross,Juvenile,HOT,Jewell3,Davies1,Jewell3xDavies1,T.F58,C101,JEW,DAV,JEWxDAV
157,157,1,SS,619,1538,6,T6,0.7277,180.9847,161.473,119.0262,28.671,86.9594,180.9847,1,C,2,1,1,1,,A.ten,IndivCross,Juvenile,HOT,Jewell3,Davies1,Jewell3xDavies1,T.F58,C101,JEW,DAV,JEWxDAV
158,158,1,SS,619,1538,6,T6,2.3951,193.3584,171.5207,127.3385,27.9833,86.6899,193.3584,0,C,4,2,2,5,1.619.1538.5,A.ten,IndivCross,Juvenile,HOT,Jewell3,Davies1,Jewell3xDavies1,T.F58,C101,JEW,DAV,JEWxDAV
159,159,1,SS,619,1622,0,T0,1.8165,146.267,117.2369,85.8957,21.666,105.3455,146.267,NA,S,NA,1,1,,,A.ten,IndivCross,Juvenile,HOT,Jewell5,PAL4,Jewell5xPAL4,T.F45,C34,JEW,PAL,JEWxPAL
160,160,1,SS,619,1622,0,T0,1.2195,140.1072,112.1556,79.5678,22.4928,110.0744,140.1072,NA,S,NA,2,2,,,A.ten,IndivCross,Juvenile,HOT,Jewell5,PAL4,Jewell5xPAL4,T.F45,C34,JEW,PAL,JEWxPAL
161,161,1,SS,619,1622,0,T0,1.073,137.1537,109.106,77.4725,22.095,110.9977,137.1537,NA,S,NA,5,5,,1.619.1622.4,A.ten,IndivCross,Juvenile,HOT,Jewell5,PAL4,Jewell5xPAL4,T.F45,C34,JEW,PAL,JEWxPAL
162,162,1,SS,619,1622,0,T0,1.2134,134.9077,108.1905,76.9982,22.4605,109.3935,134.9077,NA,S,NA,4,4,,,A.ten,IndivCross,Juvenile,HOT,Jewell5,PAL4,Jewell5xPAL4,T.F45,C34,JEW,PAL,JEWxPAL
163,163,1,SS,619,1622,0,T0,2.3537,152.5478,121.5522,90.9761,20.7861,102.9156,152.5478,NA,C,3,3,3,,,A.ten,IndivCross,Juvenile,HOT,Jewell5,PAL4,Jewell5xPAL4,T.F45,C34,JEW,PAL,JEWxPAL
164,164,1,SS,619,1622,6,T6,1.2422,154.1617,132.7281,98.8455,25.5814,91.1475,154.1617,0,S,NA,2,1,2,,A.ten,IndivCross,Juvenile,HOT,Jewell5,PAL4,Jewell5xPAL4,T.F45,C34,JEW,PAL,JEWxPAL
165,165,1,SS,619,1622,6,T6,0.6683,148.972,131.6347,99.0657,27.2597,85.1175,148.972,0,S,NA,3,2,3,,A.ten,IndivCross,Juvenile,HOT,Jewell5,PAL4,Jewell5xPAL4,T.F45,C34,JEW,PAL,JEWxPAL
166,166,1,SS,619,1622,6,T6,0.5012,150.4418,131.3125,98.2428,26.528,88.2328,150.4418,0,C,2,5,3,1,,A.ten,IndivCross,Juvenile,HOT,Jewell5,PAL4,Jewell5xPAL4,T.F45,C34,JEW,PAL,JEWxPAL
167,167,1,SS,619,1622,6,T6,0.5545,144.811,126.0786,91.6227,27.1461,93.5597,144.811,0,S,NA,4,5,4,1.619.1622.4,A.ten,IndivCross,Juvenile,HOT,Jewell5,PAL4,Jewell5xPAL4,T.F45,C34,JEW,PAL,JEWxPAL
168,168,1,SS,619,1622,6,T6,0.7277,143.7907,125.141,91.0045,27.0257,93.3073,143.7907,1,S,NA,1,4,5,,A.ten,IndivCross,Juvenile,HOT,Jewell5,PAL4,Jewell5xPAL4,T.F45,C34,JEW,PAL,JEWxPAL
169,169,1,SS,619,2975,0,T0,3.2658,182.6934,161.0419,125.6426,25.9699,79.2935,182.6934,NA,C,4,5,5,,1.619.2975.1,A.ten,IndivCross,Juvenile,HOT,Davies8,Davies10,Davies8xDavies10,T.F15,C91,DAV,DAV,DAVxDAV
170,170,1,SS,619,2975,0,T0,0.9455,184.2894,161.1352,123.0906,26.1135,84.1021,184.2894,NA,S,NA,7,7,,,A.ten,IndivCross,Juvenile,HOT,Davies8,Davies10,Davies8xDavies10,T.F15,C91,DAV,DAV,DAVxDAV
171,171,1,SS,619,2975,0,T0,1.033,214.106,188.3322,151.5789,24.7341,74.397,214.106,NA,S,NA,4,4,,,A.ten,IndivCross,Juvenile,HOT,Davies8,Davies10,Davies8xDavies10,T.F15,C91,DAV,DAV,DAVxDAV
172,172,1,SS,619,2975,0,T0,1.4838,199.5438,175.6802,138.6149,25.405,77.694,199.5438,NA,C,2,2,2,,,A.ten,IndivCross,Juvenile,HOT,Davies8,Davies10,Davies8xDavies10,T.F15,C91,DAV,DAV,DAVxDAV
173,173,1,SS,619,2975,0,T0,0.7345,212.998,185.8833,147.75,24.6863,78.3882,212.998,NA,S,NA,3,3,,,A.ten,IndivCross,Juvenile,HOT,Davies8,Davies10,Davies8xDavies10,T.F15,C91,DAV,DAV,DAVxDAV
174,174,1,SS,619,2975,0,T0,1.4273,207.7772,181.0098,144.9513,24.717,77.3118,207.7861,NA,C,2,8,8,,,A.ten,IndivCross,Juvenile,HOT,Davies8,Davies10,Davies8xDavies10,T.F15,C91,DAV,DAV,DAVxDAV
175,175,1,SS,619,2975,6,T6,1.866,NA,NA,NA,NA,NA,191.5604,0,C,3,3,5,1,1.619.2975.1,A.ten,IndivCross,Juvenile,HOT,Davies8,Davies10,Davies8xDavies10,T.F15,C91,DAV,DAV,DAVxDAV
176,176,1,SS,619,2975,6,T6,0.4137,204.1419,184.2515,136.0513,29.8285,85.5692,204.1419,1,S,NA,1,3,,,A.ten,IndivCross,Juvenile,HOT,Davies8,Davies10,Davies8xDavies10,T.F15,C91,DAV,DAV,DAVxDAV
177,177,1,SS,619,2975,6,T6,0.444,206.5345,188.9327,141.8954,30.3706,79.5085,206.5345,0,S,NA,2,4,,,A.ten,IndivCross,Juvenile,HOT,Davies8,Davies10,Davies8xDavies10,T.F15,C91,DAV,DAV,DAVxDAV
178,178,1,SS,619,2975,6,T6,0.8217,207.9194,187.5074,142.3725,29.0127,80.2458,207.9242,0,C,2,4,8,3,,A.ten,IndivCross,Juvenile,HOT,Davies8,Davies10,Davies8xDavies10,T.F15,C91,DAV,DAV,DAVxDAV
179,179,1,SS,619,3197,0,T0,0.9859,163.5961,132.6903,95.3627,22.7966,106.3437,163.5961,NA,S,NA,1,1,,1.619.3197.1,A.ten,IndivCross,Juvenile,HOT,Jewell5,PAL5,Jewell5xPAL5,T.F51,C64,JEW,PAL,JEWxPAL
180,180,1,SS,619,3197,0,T0,0.7727,179.4012,150.774,113.4697,23.6468,93.4786,179.4012,NA,S,NA,2,2,,,A.ten,IndivCross,Juvenile,HOT,Jewell5,PAL5,Jewell5xPAL5,T.F51,C64,JEW,PAL,JEWxPAL
181,181,1,SS,619,3197,6,T6,0.4461,179.548,158.7837,118.0638,27.7667,87.1283,179.548,1,S,NA,1,2,2,,A.ten,IndivCross,Juvenile,HOT,Jewell5,PAL5,Jewell5xPAL5,T.F51,C64,JEW,PAL,JEWxPAL
182,182,1,SS,625,1934,0,T0,0.4317,185.1852,160.1168,120.3078,25.6205,89.0417,185.1852,NA,S,NA,2,2,,,A.ten,IndivCross,Juvenile,HOT,Jewell6,PAL1,Jewell6xPAL1,T.F38,C31,JEW,PAL,JEWxPAL
183,183,1,SS,625,1934,0,T0,0.8127,184.6522,155.6216,117.3048,23.7674,92.9016,184.6522,NA,S,NA,1,1,,,A.ten,IndivCross,Juvenile,HOT,Jewell6,PAL1,Jewell6xPAL1,T.F38,C31,JEW,PAL,JEWxPAL
184,184,1,SS,625,1934,0,T0,0.7709,191.1406,165.7576,126.4554,25.4797,86.0775,191.1406,NA,S,NA,5,5,,,A.ten,IndivCross,Juvenile,HOT,Jewell6,PAL1,Jewell6xPAL1,T.F38,C31,JEW,PAL,JEWxPAL
185,185,1,SS,625,1934,0,T0,0.3622,192.0258,167.6203,131.339,24.997,80.338,192.0258,NA,S,NA,6,6,,1.625.1934.3,A.ten,IndivCross,Juvenile,HOT,Jewell6,PAL1,Jewell6xPAL1,T.F38,C31,JEW,PAL,JEWxPAL
186,186,1,SS,625,1934,0,T0,1.3812,190.9567,162.9765,125.5886,24.123,87.5352,190.9586,NA,C,2,4,4,,,A.ten,IndivCross,Juvenile,HOT,Jewell6,PAL1,Jewell6xPAL1,T.F38,C31,JEW,PAL,JEWxPAL
187,187,1,SS,625,1934,0,T0,1.7391,188.2495,162.3685,124.0453,25.1141,86.6899,188.2495,NA,C,2,3,3,,,A.ten,IndivCross,Juvenile,HOT,Jewell6,PAL1,Jewell6xPAL1,T.F38,C31,JEW,PAL,JEWxPAL
188,188,1,SS,625,1934,6,T6,0.4915,187.0586,168.6154,124.8103,29.4579,84.4535,187.0586,0,S,NA,3,5,2,,A.ten,IndivCross,Juvenile,HOT,Jewell6,PAL1,Jewell6xPAL1,T.F38,C31,JEW,PAL,JEWxPAL
189,189,1,SS,625,1934,6,T6,0.4116,179.0595,157.601,109.636,29.07,98.5381,179.0595,0,S,NA,5,6,,1.625.1934.3,A.ten,IndivCross,Juvenile,HOT,Jewell6,PAL1,Jewell6xPAL1,T.F38,C31,JEW,PAL,JEWxPAL
190,190,1,SS,625,1934,6,T6,1.654,NA,NA,NA,NA,NA,NA,0,C,2,2,3,,,A.ten,IndivCross,Juvenile,HOT,Jewell6,PAL1,Jewell6xPAL1,T.F38,C31,JEW,PAL,JEWxPAL
191,191,1,SS,625,1934,6,T6,1.654,NA,NA,NA,NA,NA,NA,1,C,2,1,3,,,A.ten,IndivCross,Juvenile,HOT,Jewell6,PAL1,Jewell6xPAL1,T.F38,C31,JEW,PAL,JEWxPAL
192,192,1,SS,625,1934,6,T6,0.8051,193.0648,169.3958,121.6556,28.1212,94.148,193.0648,0,C,2,4,4,1,,A.ten,IndivCross,Juvenile,HOT,Jewell6,PAL1,Jewell6xPAL1,T.F38,C31,JEW,PAL,JEWxPAL
193,193,1,SS,625,2804,0,T0,3.5074,185.5139,150.1789,112.2686,21.6218,100.5228,185.5139,NA,C,6,3,3,,,A.ten,IndivCross,Juvenile,HOT,PAL4,Davies1,PAL4xDavies1,T.F36,C81,PAL,DAV,PALxDAV
194,194,1,SS,625,2804,0,T0,4.8789,186.8972,155.0392,116.361,23.0051,96.1123,186.8972,NA,C,6,4,4,,,A.ten,IndivCross,Juvenile,HOT,PAL4,Davies1,PAL4xDavies1,T.F36,C81,PAL,DAV,PALxDAV
195,195,1,SS,625,2804,0,T0,1.7063,183.5737,151.8076,113.6084,22.8147,96.9215,183.5737,NA,C,2,2,2,,,A.ten,IndivCross,Juvenile,HOT,PAL4,Davies1,PAL4xDavies1,T.F36,C81,PAL,DAV,PALxDAV
196,196,1,SS,625,2804,0,T0,3.4458,187.7957,156.3254,118.0471,22.9488,94.5393,187.7957,NA,C,5,5,5,,,A.ten,IndivCross,Juvenile,HOT,PAL4,Davies1,PAL4xDavies1,T.F36,C81,PAL,DAV,PALxDAV
197,197,1,SS,625,2804,0,T0,8.0125,181.927,150.9401,114.4668,22.5646,94.3042,181.927,NA,C,13,1,1,,1.625.2804.1,A.ten,IndivCross,Juvenile,HOT,PAL4,Davies1,PAL4xDavies1,T.F36,C81,PAL,DAV,PALxDAV
198,198,1,SS,625,2804,6,T6,7.566,NA,NA,NA,NA,NA,NA,1,C,13,1,1,1.4.5,1.625.2804.1,A.ten,IndivCross,Juvenile,HOT,PAL4,Davies1,PAL4xDavies1,T.F36,C81,PAL,DAV,PALxDAV
